buyer_id,first_name,last_name,age,city_id,marital_status_id,job_id,buyer_area_code,buyer_phone_number
20325,Darius,Dawson,34,295,4,144,780,124-6035
20326,Eric,Burch,34,22,2,128,204,436-7120
20327,Angela,Wallace,21,125,3,108,403,187-6929
20328,Joshua,Donaldson,75,252,2,187,587,391-2087
20329,Gina,Thomas,52,363,3,143,647,161-6519
20330,Michael,Allen,47,201,2,18,782,880-1834
20331,Amy,Hall,59,334,5,312,250,130-7258
20332,Jillian,Sparks,64,257,5,152,519,426-8097
20333,Damon,Robinson,66,129,1,108,548,570-9981
20334,Lisa,King,50,107,4,48,782,992-4326
20335,James,Hicks,70,196,3,98,519,212-9040
20336,John,Barnes,74,313,2,146,709,970-4917
20337,Joel,Cole,32,74,2,210,236,479-7556
20338,Keith,Richardson,43,27,1,230,902,519-4613
20339,Christina,Goodman,30,361,4,173,807,504-6901
20340,Nicholas,Harris,28,184,3,160,867,119-9477
20341,Olivia,Ortiz,50,134,3,281,873,486-4965
20342,Randy,Rodriguez,31,335,2,267,780,980-6582
20343,Latoya,Ortega,31,107,5,193,403,252-5299
20344,Sara,Jensen,69,313,1,365,438,737-2454
20345,Stephanie,Mendez,35,269,2,375,249,856-3225
20346,Jesus,Sweeney,31,128,2,198,807,174-6438
20347,Gwendolyn,Green,54,370,2,360,236,816-6291
20348,Patricia,Stokes,39,218,4,338,367,258-1083
20349,Karen,Jones,54,76,3,95,514,462-6396
20350,Daniel,Alexander,58,112,5,121,204,269-8088
20351,Robert,Lopez,46,57,1,354,365,498-2454
20352,Joseph,Stokes,25,264,4,107,778,584-4602
20353,Summer,Gonzalez,53,36,4,399,819,167-2062
20354,Charles,Hicks,61,296,1,431,416,241-2473
20355,Brenda,Lyons,50,292,1,330,437,594-1486
20356,Karen,Ruiz,39,69,4,201,613,907-6617
20357,Tara,Brown,46,174,5,184,780,723-5960
20358,Stephen,Li,54,348,3,213,780,601-8935
20359,Donald,Cooley,73,234,5,269,705,667-6601
20360,Adam,Smith,64,238,5,407,519,449-4862
20361,Michael,Bender,52,59,3,158,873,178-7616
20362,Barbara,Lopez,21,115,2,282,709,387-6111
20363,Travis,Watson,32,18,4,328,780,469-9854
20364,Scott,Jackson,33,270,2,187,431,602-7023
20365,Terri,Martinez,33,198,3,89,289,840-8468
20366,Melanie,Nash,26,189,1,409,782,176-3658
20367,Heather,Horton,30,133,5,213,807,148-9801
20368,Heather,Arias,42,161,5,128,807,365-6121
20369,Dean,Reed,71,318,2,412,705,812-7786
20370,Janet,Randolph,43,138,4,407,873,684-3138
20371,Daniel,Hicks,61,126,4,355,416,662-9681
20372,Sergio,Cisneros,53,316,1,380,613,353-7843
20373,James,Robles,43,371,2,74,431,460-7961
20374,Ashley,Hunt,80,201,5,19,306,725-9381
20375,Benjamin,Rowe,55,275,5,199,647,938-4944
20376,Kristina,Davis,35,116,3,255,778,970-5940
20377,Jennifer,Beard,78,201,1,144,236,338-2825
20378,Daniel,Wall,27,185,4,142,548,330-7309
20379,Whitney,Downs,66,67,1,31,431,251-7286
20380,Mariah,Valenzuela,39,259,5,242,431,371-4290
20381,Tom,Owen,53,57,5,142,867,931-8599
20382,Jose,Oconnor,20,135,1,216,825,817-6243
20383,Allison,Ware,73,333,2,139,250,658-4955
20384,Richard,Flores,31,123,3,427,438,764-7604
20385,Jose,Jones,60,138,2,116,249,274-1052
20386,Jill,Pena,75,223,5,80,819,581-9191
20387,Jennifer,Sullivan,25,116,1,347,437,814-5247
20388,Jason,Rodriguez,54,133,3,106,647,641-8375
20389,Christina,Adams,28,206,1,56,289,450-2515
20390,Brian,Roberts,20,368,5,403,418,745-1750
20391,Jennifer,Castro,35,136,5,308,367,689-3095
20392,Kimberly,George,57,315,5,107,343,986-6680
20393,Michael,Brown,31,330,3,408,819,867-6311
20394,Patricia,Miller,22,357,2,319,289,611-9239
20395,Daniel,Webb,30,9,1,338,450,800-1306
20396,Marvin,Gomez,74,7,2,136,825,785-7442
20397,Peter,Cook,31,251,3,266,905,710-1040
20398,James,Miller,63,290,2,62,514,362-2996
20399,Lisa,Diaz,24,304,5,280,306,825-8859
20400,Eric,Hawkins,49,333,4,283,437,663-7563
20401,Steven,Mclean,23,61,2,297,367,404-5658
20402,Amanda,Aguilar,65,326,3,45,365,314-1947
20403,Anthony,Reed,28,120,4,35,873,167-1777
20404,Laura,Morris,32,345,5,188,437,187-2278
20405,Michelle,Terrell,80,324,3,359,343,212-9416
20406,Richard,Black,30,149,3,54,778,277-6658
20407,Carly,Miller,48,150,2,253,782,256-6868
20408,Barbara,Mendoza,69,110,1,222,613,909-4289
20409,Vanessa,Smith,68,180,1,182,226,125-8808
20410,Manuel,Nelson,81,198,5,397,343,522-9926
20411,Richard,Cuevas,62,122,5,4,705,242-9952
20412,Stephen,Manning,70,222,4,3,581,419-5698
20413,Matthew,Wells,78,132,5,388,204,836-9555
20414,Crystal,Smith,23,370,3,316,579,536-2710
20415,Stephanie,Matthews,78,261,4,305,343,685-6632
20416,Darren,Walsh,80,350,1,252,438,735-4211
20417,Alison,Fisher,67,14,5,10,825,828-9252
20418,Sabrina,Lee,37,358,1,177,514,326-6894
20419,Amy,Foley,39,120,3,198,873,614-7041
20420,Jason,Craig,61,127,5,365,519,331-7498
20421,Scott,Lee,63,90,4,390,807,734-6607
20422,Cheryl,Thomas,55,214,5,45,905,132-9079
20423,Tracey,Walker,57,274,1,297,807,702-9491
20424,Brian,Wood,36,184,2,359,367,268-7793
20425,Kristin,Brown,23,361,5,238,825,887-8802
20426,Angela,Mendoza,36,328,3,64,647,182-3463
20427,Ashley,Ball,58,160,1,253,250,615-5220
20428,Justin,Gutierrez,23,338,2,129,581,634-7636
20429,Katherine,Burns,24,103,1,425,226,578-6020
20430,Timothy,Parsons,63,143,4,335,431,112-1817
20431,Crystal,Roberts,59,210,3,345,437,895-3655
20432,Kara,Kelley,59,284,3,315,581,716-1310
20433,Bryan,Holland,67,235,5,417,438,376-7165
20434,Kelsey,Crawford,47,324,3,263,437,552-3860
20435,Brent,Morris,59,356,5,265,250,932-9572
20436,Tami,Mata,61,137,5,407,604,746-4820
20437,Devin,Thompson,58,253,3,355,548,787-3378
20438,Jonathan,Reynolds,49,327,3,38,306,358-4232
20439,Charles,Morales,31,159,1,313,519,501-1805
20440,Alison,King,71,318,3,392,438,616-1613
20441,Reginald,Young,60,374,5,42,437,421-3490
20442,Savannah,Williams,69,120,1,387,226,273-4409
20443,Lindsay,Bell,59,300,1,141,514,969-9513
20444,Paige,Thomas,53,131,5,386,613,749-9268
20445,Rachel,Cook,28,273,4,17,873,197-5618
20446,James,Bowers,32,30,3,123,639,812-9483
20447,Courtney,Fritz,64,108,1,343,249,178-5324
20448,Tamara,Mcdonald,58,330,2,136,431,220-2806
20449,Heather,Pitts,66,239,5,197,807,123-4392
20450,Christian,Dennis,64,305,1,104,367,448-6374
20451,Shawna,Harris,38,200,5,83,587,562-8661
20452,Victoria,Harris,74,141,1,421,873,598-1819
20453,Lisa,Johnson,39,20,2,166,418,358-1167
20454,Makayla,Lynch,73,155,4,409,249,763-6338
20455,Stephanie,Bell,76,336,3,43,236,786-2008
20456,Lance,Brown,30,327,3,227,819,937-6446
20457,Adam,Horton,35,281,5,57,250,151-1924
20458,Kimberly,Davidson,23,252,2,213,902,380-2377
20459,Jared,Brown,77,331,2,217,437,660-1605
20460,Stacy,Jones,51,142,5,141,343,166-2566
20461,Joseph,Mcclain,80,164,5,137,403,119-6678
20462,Alexandra,Anderson,35,72,4,416,902,817-5637
20463,Christopher,Williams,65,353,3,193,807,572-5961
20464,Jeffrey,Daugherty,67,114,2,304,709,986-9758
20465,John,Cannon,64,2,1,6,506,379-4116
20466,Jennifer,Hicks,54,169,4,40,778,355-2624
20467,Michael,Sullivan,58,130,5,419,639,835-9312
20468,Leah,Anderson,53,214,3,272,506,405-2631
20469,Stephanie,Parker,36,254,4,393,819,802-1926
20470,Megan,Frederick,55,100,4,335,431,592-9108
20471,Melissa,Thomas,44,142,5,89,403,754-2462
20472,Kimberly,Dixon,78,157,4,262,226,182-8794
20473,Laura,Davis,78,203,5,305,343,384-3873
20474,Jacqueline,Lewis,30,272,4,6,236,170-3278
20475,Karen,Dominguez,18,258,3,253,782,467-4188
20476,Betty,Douglas,42,118,4,391,709,691-8041
20477,Rebecca,Marsh,45,293,3,81,514,499-9690
20478,Andrew,King,78,113,5,417,639,462-5701
20479,Jeremy,Cooke,35,9,2,292,705,853-5789
20480,Michael,Robertson,48,338,5,43,604,579-7210
20481,Todd,Jones,64,266,3,190,519,485-5226
20482,Jonathan,Graham,42,118,1,229,289,138-7819
20483,Scott,Church,33,52,3,27,343,741-2968
20484,Christopher,Kim,80,129,5,195,204,922-6952
20485,John,Phillips,38,22,2,390,306,405-7605
20486,Stephanie,White,38,233,4,161,204,516-8947
20487,Clayton,Walker,20,343,1,11,343,192-5906
20488,Christopher,Parsons,19,335,4,275,519,904-5861
20489,Kenneth,Cain,27,388,4,324,403,304-7792
20490,David,Hudson,24,342,3,82,431,671-3442
20491,Beverly,Davis,59,232,4,255,437,352-7621
20492,Shaun,Goodman,52,280,3,265,438,616-8620
20493,Allen,Levy,61,309,1,395,807,752-6283
20494,Penny,Reynolds,18,229,4,189,613,455-8849
20495,Matthew,Davies,24,385,4,397,709,192-9638
20496,Hannah,Brown,56,240,2,374,819,794-1987
20497,James,Perez,73,23,5,216,416,494-8847
20498,Jeffrey,Fisher,37,256,1,65,709,339-7754
20499,Kim,Morris,46,58,1,232,807,643-3947
20500,Christopher,Anderson,28,211,5,240,514,665-6513
20501,Tanya,Burke,71,343,1,310,438,763-5571
20502,Michael,Atkinson,34,253,5,7,431,820-9259
20503,Kari,Williams,49,107,5,123,604,624-7540
20504,Loretta,Mclaughlin,74,276,4,322,613,944-6548
20505,Jonathan,Norman,50,58,1,152,249,688-9318
20506,Kevin,Perez,59,65,4,20,639,218-7811
20507,Robert,Yates,18,131,1,413,647,293-3114
20508,Paul,Nguyen,39,105,2,359,782,556-2100
20509,David,Davis,39,164,4,239,807,482-5653
20510,Maria,Cunningham,37,261,5,351,416,520-8984
20511,Kevin,Fisher,50,149,2,414,250,657-2761
20512,Jillian,Fuller,65,244,2,430,867,283-4993
20513,Robert,Davis,53,123,1,2,306,627-9853
20514,Natalie,Edwards,30,181,5,378,709,709-6618
20515,Steven,Lam,77,256,2,161,236,719-3769
20516,April,Daniels,24,105,1,137,807,656-6345
20517,Deborah,Garza,49,240,5,56,506,174-1986
20518,William,Johnson,66,310,4,220,905,673-2249
20519,Leroy,Baldwin,57,111,4,425,579,977-3867
20520,Jacob,Huerta,48,147,5,118,709,313-1040
20521,Terri,Hughes,28,217,3,313,514,540-3153
20522,Michael,Wolfe,59,71,4,389,250,634-2848
20523,Stacie,Terry,29,254,2,62,905,851-6266
20524,Tyler,Anthony,28,299,4,169,613,399-6736
20525,Rebecca,Wells,73,150,3,63,705,846-6227
20526,Kyle,Mitchell,20,139,5,230,905,601-9570
20527,Joshua,Rodriguez,19,119,4,265,613,263-9536
20528,Kelly,Hughes,56,69,4,25,403,259-2157
20529,Eric,Ward,39,354,3,223,548,941-7674
20530,Carl,Stone,69,274,4,68,905,126-5541
20531,Bryan,Shaw,73,199,1,326,873,806-9475
20532,Chase,Williams,48,181,3,354,905,494-4936
20533,Susan,Nicholson,20,196,3,394,873,807-8759
20534,Jordan,Coleman,32,314,2,127,437,541-4076
20535,Jennifer,Rose,52,16,2,236,514,154-8778
20536,Stephanie,Ortiz,28,359,5,406,438,449-7769
20537,Ashley,Cook,67,80,1,343,705,798-8810
20538,Elizabeth,Smith,73,117,4,269,431,463-5298
20539,James,Jacobson,44,111,4,157,807,439-7085
20540,Jennifer,Lawson,32,385,5,400,807,576-1408
20541,Shelly,Duncan,25,352,4,156,438,786-3780
20542,Tyler,Stewart,50,195,4,190,437,529-1672
20543,Jennifer,Zimmerman,21,166,5,8,782,221-2959
20544,Patrick,Charles,75,292,2,200,519,450-9372
20545,Damon,Potts,36,103,1,14,204,739-7451
20546,Kenneth,Larson,24,291,4,22,418,804-4254
20547,Margaret,Graham,50,262,2,150,873,697-4146
20548,Derek,Gardner,39,343,2,71,905,150-8970
20549,Andrew,Smith,23,192,3,191,418,936-1495
20550,Kenneth,Cowan,43,354,2,327,709,901-4512
20551,Diana,Clark,37,182,3,146,519,380-1866
20552,Jocelyn,Garcia,32,80,1,120,450,996-7505
20553,Timothy,Green,66,61,2,176,431,669-2520
20554,John,Morrison,78,131,1,225,905,946-4920
20555,Christine,Tucker,58,298,3,337,250,902-9193
20556,Rebecca,Hicks,67,179,3,29,506,104-3314
20557,Crystal,Becker,52,337,2,300,431,167-8743
20558,Wendy,Kelly,48,104,5,137,506,976-6930
20559,Gary,Vazquez,45,127,4,311,867,870-3962
20560,Michael,Moore,48,220,5,330,709,776-2112
20561,Michael,Wyatt,66,274,4,279,519,839-2417
20562,Albert,Ryan,22,113,1,225,647,609-8997
20563,Allen,Orr,33,80,3,382,438,432-6946
20564,Katherine,Bowman,67,208,4,147,548,785-6415
20565,Angela,Webb,29,49,4,94,613,939-5112
20566,Michael,Andrews,43,279,4,142,416,662-6616
20567,Brittany,Ortiz,47,355,5,216,780,826-8455
20568,Megan,Fitzgerald,71,168,5,78,548,245-1970
20569,Ryan,Davis,50,121,1,78,705,908-7832
20570,Susan,Irwin,18,209,5,378,249,771-4497
20571,Nicholas,Mckenzie,34,326,5,399,647,352-1588
20572,Lauren,Green,33,305,5,364,519,927-1797
20573,Rebekah,Armstrong,32,208,4,244,226,308-1612
20574,Vanessa,Howard,74,16,4,418,249,856-4521
20575,Stephen,David,32,138,5,223,438,456-5127
20576,Nichole,Drake,44,347,2,407,437,248-3371
20577,Patrick,Todd,25,13,1,173,807,947-3222
20578,Tina,Peterson,73,143,4,427,587,175-3083
20579,Stephanie,Jackson,70,119,5,265,581,592-2673
20580,Crystal,Perkins,61,118,2,256,506,962-1303
20581,Tracey,Paul,49,200,2,162,450,423-6027
20582,Steven,Ramirez,29,285,4,110,902,418-9986
20583,Matthew,Martin,58,188,1,186,581,399-2898
20584,Rachel,Stanton,56,322,2,383,782,979-2232
20585,Barbara,Escobar,76,127,5,268,204,805-9712
20586,Leah,Scott,80,241,1,29,705,550-6483
20587,Katrina,Robertson,73,144,5,86,778,916-2038
20588,Mike,Hudson,50,324,3,59,506,261-9248
20589,Stacey,Juarez,40,165,3,127,705,339-3499
20590,Whitney,Morris,47,150,4,235,581,500-3890
20591,Tanya,Fischer,54,316,1,428,437,415-5128
20592,Becky,Miller,38,363,4,332,437,893-2210
20593,Bryan,Williams,35,256,1,380,226,170-9633
20594,Chad,Webb,37,68,2,74,403,514-5068
20595,Anthony,Thomas,38,61,3,420,418,116-4965
20596,Cristian,Price,34,294,3,300,250,690-3673
20597,Martha,Mccarthy,43,149,2,63,905,336-1848
20598,Abigail,Mason,79,372,4,357,778,764-8919
20599,Michelle,Rodriguez,79,50,3,107,581,585-9393
20600,Alexander,Carroll,81,99,2,337,639,443-6972
20601,Jose,Logan,59,260,4,65,780,772-9461
20602,Megan,Crosby,60,206,5,395,905,719-9067
20603,Robyn,Knapp,50,345,2,429,365,105-8142
20604,Rebekah,Thornton,43,171,1,261,587,947-8564
20605,Jessica,Clark,58,392,3,181,506,350-9071
20606,Mary,Nelson,42,146,3,61,579,614-2028
20607,Taylor,Ayers,47,278,3,265,289,863-9404
20608,Angela,Burke,81,141,2,195,647,465-1037
20609,Cristina,Flores,56,164,2,286,204,986-6421
20610,Gregory,Decker,60,394,5,265,438,879-9062
20611,Daniel,Reynolds,51,132,3,70,778,286-3801
20612,Mary,Love,54,289,4,4,709,459-8199
20613,Ashley,Vasquez,37,346,3,143,548,613-5883
20614,Joshua,Long,21,143,4,46,431,610-4409
20615,Anita,Patterson,52,144,4,103,367,236-1459
20616,Sharon,Larson,74,195,5,73,403,903-8123
20617,David,Odonnell,68,274,2,29,587,446-6210
20618,Harry,Ellison,40,159,2,8,819,397-6774
20619,Shawn,Hart,55,358,4,240,867,791-3965
20620,Christopher,Carroll,67,310,5,337,306,901-8969
20621,Kristina,Green,68,311,3,405,204,235-7677
20622,Tina,Johnson,44,124,1,198,579,372-8224
20623,Michael,Riggs,69,284,2,308,365,435-5923
20624,Alexis,Zimmerman,57,117,3,37,418,582-1103
20625,Christopher,Powell,36,331,1,80,819,810-3745
20626,Madison,Savage,65,206,5,56,519,282-8588
20627,Jenna,Powell,49,34,1,426,778,360-3969
20628,Michael,Cruz,62,215,4,112,289,880-6760
20629,Tammy,Allen,37,312,5,320,250,494-2966
20630,Carla,Smith,44,195,5,128,506,777-6333
20631,Wesley,Collins,69,247,1,418,204,235-3944
20632,Dean,Zuniga,22,315,4,133,437,425-9652
20633,Theresa,Hayes,79,299,4,23,639,473-3389
20634,Amy,Vargas,48,172,5,55,825,551-4607
20635,Chris,Smith,41,99,1,143,709,801-6967
20636,Evan,Price,60,87,3,412,431,165-4959
20637,Sean,Washington,32,137,5,132,579,147-1807
20638,Andrea,Mcneil,74,277,3,261,780,446-9572
20639,Rebecca,Escobar,42,293,4,27,249,511-6159
20640,Ashley,Martin,66,257,3,318,226,962-4126
20641,Regina,Small,33,174,5,59,819,388-1534
20642,Sheryl,Sanchez,39,157,1,7,905,259-7966
20643,Seth,Willis,28,307,1,320,613,288-5011
20644,Dustin,Gates,48,184,1,317,548,711-8488
20645,Jeffery,Nguyen,32,288,1,4,514,652-3183
20646,Angela,Armstrong,49,117,3,118,249,186-6587
20647,Michael,Nelson,29,99,4,410,450,939-9714
20648,Lisa,Patterson,77,102,4,86,236,833-7124
20649,Nicole,Small,65,44,5,282,431,414-8034
20650,John,Brock,81,307,4,189,604,219-8897
20651,Jason,Morrison,51,218,3,398,249,295-2779
20652,Brian,Hall,77,284,2,138,825,198-4915
20653,James,Johnson,18,142,3,425,782,789-9531
20654,Sean,Santos,60,44,5,136,579,360-6799
20655,Erica,Turner,28,123,3,198,236,636-9023
20656,Jason,Brown,34,76,4,367,782,250-5643
20657,Jamie,Adams,80,109,5,222,905,697-6894
20658,Laurie,Daniels,71,209,4,191,647,271-7075
20659,Gina,Rodriguez,18,156,3,15,289,592-9158
20660,Robin,Cole,41,236,4,5,819,971-9814
20661,Erika,Simpson,22,316,2,333,873,162-5884
20662,Christina,Thompson,57,179,4,257,204,181-9729
20663,Amanda,Saunders,26,308,3,420,403,896-5825
20664,Dwayne,Walsh,44,199,5,257,647,348-5971
20665,Karla,Hayden,36,258,2,227,647,600-9962
20666,William,Warner,50,334,4,95,873,564-4411
20667,Megan,Powell,79,301,2,137,249,191-7800
20668,Jeffrey,Gonzalez,54,206,1,398,289,707-5782
20669,Kathryn,Nelson,44,102,1,218,780,520-8777
20670,Michelle,Phillips,61,325,5,425,705,362-9313
20671,Tommy,Pham,38,185,3,101,780,543-5740
20672,Christopher,Warren,65,113,4,18,289,736-6718
20673,Christopher,Wang,61,340,5,169,782,705-5663
20674,Michael,Rocha,81,271,3,394,825,720-6638
20675,Phillip,Mooney,72,287,5,97,204,208-1143
20676,George,Middleton,64,343,5,391,431,330-6323
20677,Shelby,Williams,51,96,4,182,639,458-7662
20678,Ricky,Mcneil,30,352,4,358,438,774-1115
20679,Brandi,Larson,56,244,4,2,825,200-1495
20680,Teresa,Garcia,74,255,2,251,709,457-3898
20681,Sharon,Dawson,60,104,1,261,367,351-6182
20682,Katie,Brown,45,274,4,129,819,654-9866
20683,Adam,Sullivan,19,243,5,323,343,257-9336
20684,Louis,Martin,27,370,5,50,780,816-3652
20685,Alexander,Lawrence,26,348,5,415,416,761-9748
20686,Sarah,Serrano,61,135,3,204,782,967-6788
20687,Travis,Griffin,54,16,3,425,647,215-2004
20688,Darlene,Espinoza,54,5,5,161,867,197-6723
20689,Jay,Luna,61,252,4,353,902,287-9991
20690,Lorraine,Johnson,21,132,5,106,639,643-2496
20691,Angela,Gibson,68,299,1,319,514,426-9740
20692,Amanda,Francis,34,287,2,11,782,198-9726
20693,Jackie,Wolf,65,242,2,85,705,886-2012
20694,Julie,Lindsey,51,215,2,147,905,688-1308
20695,Jessica,Garza,48,143,4,280,825,985-4733
20696,Carl,Mcdowell,65,129,1,375,709,809-2466
20697,Lisa,Clark,22,267,4,107,579,629-4382
20698,Theodore,Mayo,72,181,5,264,450,406-6532
20699,Haley,Cameron,19,244,5,69,905,440-2261
20700,Ryan,Miller,69,353,5,395,343,628-7398
20701,Matthew,Duke,62,327,4,61,873,579-4279
20702,Jenna,Brown,61,125,2,16,647,598-3475
20703,Stephen,Pittman,49,316,4,11,780,175-4855
20704,John,Mccarthy,79,353,5,420,250,700-2797
20705,Hannah,Pitts,68,17,3,49,403,879-5239
20706,Donna,Watts,45,300,3,310,403,721-8340
20707,Robert,Garza,60,101,4,23,506,661-2939
20708,Eric,Marshall,19,138,5,145,367,543-2898
20709,Michael,Stone,70,277,5,421,780,969-6686
20710,Daniel,Brown,72,212,2,157,613,812-6556
20711,Destiny,Thompson,58,359,2,322,416,909-8476
20712,Nathan,Young,76,126,2,99,514,940-6246
20713,Stephanie,Wilson,30,124,2,198,514,121-8000
20714,William,Jimenez,40,205,5,343,604,415-3314
20715,Lisa,Lopez,79,253,1,253,226,342-8173
20716,Adrian,Sanford,18,230,1,338,250,446-3352
20717,Thomas,Hensley,50,227,3,231,825,436-1688
20718,Peggy,Sanchez,74,245,5,92,604,570-6668
20719,Kaylee,Aguilar,22,113,4,14,639,783-7135
20720,Ronnie,Estrada,20,290,4,306,782,817-2032
20721,Linda,Roach,41,147,2,257,782,389-6828
20722,Eric,Lee,54,200,3,149,780,254-1716
20723,Garrett,Villanueva,35,26,4,116,902,184-2693
20724,Samantha,Harding,46,352,3,410,519,742-6013
20725,James,Walsh,33,9,5,239,289,696-9836
20726,Laura,Jones,68,300,2,6,613,890-1799
20727,Laura,Brown,67,190,5,252,438,400-5454
20728,Mark,Mcgee,40,344,5,317,437,525-9714
20729,Michael,Stone,75,305,4,80,343,721-3290
20730,Cheryl,Garcia,24,164,2,153,587,638-4402
20731,Cassandra,Nelson,19,129,3,8,236,665-6822
20732,Samantha,Rodriguez,24,116,1,202,579,379-4677
20733,Robert,Gray,48,143,5,54,873,890-5398
20734,Larry,Anderson,40,137,1,419,226,876-9243
20735,Danielle,Thompson,26,333,3,4,819,736-5666
20736,Kelly,Moody,30,273,5,11,506,740-3341
20737,Deborah,Cordova,31,193,5,166,416,524-8744
20738,Margaret,Robinson,68,155,1,307,403,312-1141
20739,Dan,George,22,184,4,184,579,665-5068
20740,Monica,Ward,54,128,3,86,579,920-3510
20741,Douglas,Shannon,74,303,4,178,250,852-1915
20742,Joyce,Clay,54,283,5,145,289,992-8037
20743,Gary,Hall,39,130,1,323,705,389-2102
20744,Donna,Campbell,65,178,1,337,343,787-5707
20745,Aaron,Whitaker,21,175,5,248,226,375-3979
20746,Lisa,Sawyer,35,215,1,374,289,438-5166
20747,Richard,Gentry,74,272,3,385,250,331-5780
20748,Ricky,Snyder,41,133,4,237,506,902-5410
20749,Kelly,Lambert,75,210,3,358,647,328-5987
20750,Kathy,Hopkins,79,190,1,106,226,560-1604
20751,Alexandria,Kim,74,168,3,359,519,789-1621
20752,James,Graham,42,245,1,76,639,283-1995
20753,Amanda,Brown,35,356,3,186,873,885-9064
20754,Paula,Thompson,59,138,1,431,226,708-1173
20755,Michael,Rodriguez,28,224,2,325,306,857-9808
20756,Amy,Hobbs,57,271,1,221,819,787-6337
20757,Caitlin,Owens,36,240,3,394,514,453-9710
20758,Curtis,Johnson,30,294,2,313,250,982-1146
20759,Ian,Watkins,32,199,4,110,450,946-3832
20760,Gary,Snyder,62,322,5,3,250,679-5088
20761,Tracy,Rose,72,159,4,139,604,342-9481
20762,Jason,Reid,78,150,5,366,709,546-7761
20763,Sarah,Lynn,29,225,1,395,514,876-5890
20764,Darrell,Pennington,74,166,2,282,438,206-1010
20765,Christopher,Lozano,32,167,5,263,579,294-9952
20766,Katherine,Smith,65,185,4,358,867,606-5713
20767,Alexander,Davis,69,193,5,36,519,517-4050
20768,Eric,Harper,45,252,1,296,450,862-4173
20769,Jason,Shea,65,219,2,390,250,858-9266
20770,Jennifer,Arroyo,36,263,4,97,782,979-9740
20771,Ashley,Padilla,64,120,4,190,343,173-7687
20772,Jake,Decker,78,306,4,154,581,944-4922
20773,Ashley,Christensen,56,313,5,359,514,587-1349
20774,Jeffery,Benjamin,61,113,2,355,519,362-1154
20775,Christopher,Ferguson,31,140,3,311,306,717-3589
20776,Melissa,Shah,27,209,4,404,613,904-6754
20777,Sean,Nelson,80,14,1,108,902,855-5310
20778,Elizabeth,Gray,27,203,4,164,236,825-5715
20779,Christina,Alvarez,60,150,4,230,807,186-2752
20780,Kim,Johnson,42,331,5,261,778,373-1843
20781,Daniel,Lindsey,49,228,2,354,365,208-8237
20782,Jennifer,Martinez,66,251,1,421,902,357-1116
20783,Ann,Lewis,47,262,5,113,873,272-6048
20784,Wesley,Jones,60,51,2,140,647,992-4271
20785,Katherine,Alexander,42,371,1,92,807,459-5627
20786,Melanie,Johnston,24,333,1,157,431,992-1008
20787,Karen,Cummings,30,294,1,290,819,593-4358
20788,Daniel,Lee,76,105,4,395,431,926-8908
20789,Troy,Harper,66,349,1,51,365,481-5569
20790,Stacy,Campbell,43,100,5,144,438,766-1983
20791,Jennifer,Thompson,42,240,2,69,437,600-5817
20792,David,Adams,72,114,5,286,236,132-9793
20793,David,Nguyen,18,141,1,195,825,957-1511
20794,Heather,Rodriguez,67,133,3,394,226,582-1235
20795,Gregory,Morris,77,61,2,88,778,488-7223
20796,James,Sanchez,23,86,3,251,587,459-3938
20797,Kevin,Craig,51,99,4,50,236,408-8152
20798,Cassie,Foley,39,327,3,271,782,622-7245
20799,Rachel,Wheeler,50,31,4,14,450,854-7817
20800,Nicole,Turner,39,310,1,255,639,303-4500
20801,Brian,Porter,56,339,4,388,709,577-2451
20802,Kimberly,Baker,56,10,2,227,204,622-3024
20803,Andrew,Swanson,43,185,3,333,418,839-2826
20804,Kenneth,Harmon,70,390,3,169,365,341-1787
20805,Kelly,Henderson,79,44,5,319,579,997-5664
20806,Morgan,Adkins,81,311,5,334,519,775-1685
20807,Daniel,Poole,80,136,3,112,226,501-3151
20808,Kristin,Duran,59,267,5,98,249,246-8878
20809,Thomas,Simpson,62,167,4,264,905,856-6764
20810,Jeremy,Allen,74,374,5,392,579,271-5981
20811,Michael,Cline,72,105,5,230,289,692-9238
20812,Lauren,Jenkins,66,240,1,31,236,715-3612
20813,Eric,Brooks,59,127,2,69,250,858-3574
20814,Monica,Porter,74,194,1,361,249,551-3592
20815,Diane,Moore,68,20,5,256,647,834-3926
20816,Sarah,Obrien,78,129,1,13,587,658-6698
20817,Shannon,Powers,70,338,5,93,548,302-6400
20818,William,Gonzalez,70,214,3,273,867,333-4841
20819,Lisa,Fitzpatrick,54,327,3,147,306,807-3437
20820,Samantha,Christensen,65,129,1,214,204,182-9141
20821,William,Barr,61,254,4,109,709,841-8987
20822,Anthony,Kim,60,99,3,117,367,752-1235
20823,Jason,Park,36,386,4,122,365,124-6116
20824,Christopher,Zimmerman,77,289,5,373,867,293-9166
20825,Erika,Huynh,23,14,4,36,782,824-4740
20826,James,Carpenter,41,260,5,189,403,274-8525
20827,Dana,Wilkins,33,119,4,67,437,625-2707
20828,Matthew,Tapia,36,162,5,143,204,147-6197
20829,Anthony,Adams,48,213,4,117,587,785-3125
20830,Katelyn,Chandler,76,321,5,18,289,527-4938
20831,Ian,Nguyen,67,130,1,133,289,614-9318
20832,George,Drake,74,145,3,17,506,469-5943
20833,Tiffany,Rogers,70,187,1,140,581,193-9899
20834,Olivia,Barton,24,347,2,124,418,199-4260
