owner_id,first_name,last_name,owner_area_code,owner_phone_number
19000,Catherine,Mccann,548,770-7556
19001,Lauren,Martinez,782,704-1366
19002,Kara,Smith,418,594-7627
19003,Ana,Berry,418,222-9176
19004,Andrew,Juarez,416,624-1701
19005,Jacqueline,Wagner,705,232-5354
19006,Nancy,Garrett,506,573-7085
19007,Amy,Franklin,418,178-5438
19008,Miranda,Fernandez,709,548-8892
19009,Donald,Collier,780,913-3857
19010,Richard,Campbell,873,247-8711
19011,Cassidy,Jackson,579,257-4261
19012,Tara,Garcia,782,683-8489
19013,Michael,Smith,226,576-6163
19014,Brooke,Rowe,905,202-1072
19015,James,Johnson,782,850-6419
19016,Clayton,Jackson,506,160-7469
19017,Daniel,Parker,587,816-6826
19018,Cheryl,West,250,946-2305
19019,Donald,Hicks,709,873-8993
19020,William,Powell,613,704-6324
19021,Lisa,Payne,403,601-7797
19022,Chris,Washington,431,344-2375
19023,Heidi,Collins,902,128-7452
19024,Patricia,Davis,438,937-9067
19025,Krista,Nicholson,418,419-6834
19026,Jamie,Jennings,367,113-8476
19027,John,Rodriguez,204,176-2748
19028,Michael,Rivera,709,703-9942
19029,Linda,Jacobs,705,841-8066
19030,Shannon,Burnett,873,102-8793
19031,Samuel,Fischer,867,225-6077
19032,Tammy,Nguyen,418,682-9328
19033,Kevin,Ruiz,306,949-4924
19034,Lorraine,Lynch,778,251-2653
19035,Dalton,Perez,306,874-8861
19036,Julie,Moreno,367,566-3661
19037,Vanessa,Blankenship,450,816-6167
19038,Maria,Cooper,807,620-4744
19039,John,Fisher,403,465-8115
19040,Adam,Ramirez,579,900-7199
19041,Daniel,Richardson,587,568-2418
19042,Amber,Woods,367,441-3535
19043,James,Hernandez,519,735-9076
19044,Ashley,Tucker,418,118-5885
19045,Andrew,Murphy,709,673-2037
19046,Rebecca,White,778,678-8867
19047,David,Mcdowell,705,324-7388
19048,Taylor,Goodwin,506,563-9759
19049,Craig,Miller,226,573-4241
19050,Matthew,Fox,367,532-6994
19051,Norman,Ortega,873,700-8182
19052,Whitney,Hudson,437,953-7573
19053,Mark,Adams,343,526-5753
19054,Marissa,Brown,403,807-2243
19055,Ann,Vargas,587,830-9607
19056,Arthur,Green,819,124-1744
19057,Donna,Edwards,825,804-7465
19058,Robert,Pope,289,851-3692
19059,Felicia,Atkinson,249,470-1120
19060,Vanessa,Garza,437,666-2150
19061,James,Vaughn,204,201-5291
19062,Daniel,Stafford,639,741-6304
19063,David,Roy,403,810-1803
19064,Lisa,Martinez,581,944-9078
19065,Jonathan,Munoz,343,285-3094
19066,Phillip,Miller,825,558-4672
19067,Kimberly,Park,438,886-5583
19068,Christina,Wilson,705,131-6947
19069,Thomas,Johnson,647,580-4462
19070,William,Sanford,819,615-4037
19071,Megan,Bowman,249,992-5419
19072,John,Ross,825,657-9380
19073,Thomas,Ellison,548,426-1820
19074,Misty,Lewis,825,937-2991
19075,Regina,Williams,613,706-2377
19076,Heidi,Perry,867,635-1580
19077,David,Cox,236,809-8491
19078,Christian,Hickman,782,178-1347
19079,Katherine,Patton,306,590-9958
19080,Katherine,Martinez,226,362-7030
19081,Michelle,Wilson,778,546-6248
19082,Marie,Rice,587,495-1375
19083,Karen,Evans,782,482-9731
19084,Anthony,Austin,306,916-7429
19085,Mary,Kelly,639,815-8199
19086,Michael,Turner,604,450-9890
19087,Rachel,Garcia,343,204-3224
19088,James,Bird,514,739-2203
19089,Denise,Mcbride,416,858-9695
19090,Elizabeth,Roberts,819,953-1710
19091,Matthew,Mcdonald,647,911-8322
19092,Christian,Aguilar,613,716-9363
19093,Brett,Briggs,418,347-8677
19094,Jeffrey,Spencer,709,653-9363
19095,David,Ford,365,880-9706
19096,Miguel,Jefferson,902,380-1921
19097,Seth,Reyes,450,237-6051
19098,Edwin,Mitchell,825,182-1638
19099,Christina,Torres,581,113-1377
19100,Edgar,Rose,416,432-1537
19101,Lori,Holloway,438,935-1488
19102,Anthony,Pratt,236,129-9842
19103,Kimberly,Jenkins,438,283-6829
19104,Kim,Roberts,519,540-8430
19105,Katie,Henry,825,231-5708
19106,Michael,Martinez,639,177-8395
19107,Angela,Gonzalez,604,509-8929
19108,Wendy,Chen,778,716-4799
19109,Jeffrey,Curtis,367,577-9326
19110,William,Cross,705,238-9689
19111,Kayla,Miller,782,457-1493
19112,Sheri,Duncan,416,977-7590
19113,Eric,Adams,647,200-2106
19114,Brian,Pearson,902,964-5009
19115,Ronald,Moore,581,312-6025
19116,Sierra,Clark,506,392-6356
19117,Eric,Stevens,226,597-6870
19118,Ana,Simpson,647,229-7237
19119,Diane,Watson,506,833-7220
19120,Erika,Walker,778,448-2841
19121,Wendy,Taylor,639,236-8141
19122,Joseph,Calderon,343,588-1053
19123,Amanda,Rice,450,415-3792
19124,Joseph,Freeman,819,712-6650
19125,Kimberly,Smith,431,685-7693
19126,Steven,Perez,778,319-4787
19127,Daniel,Terry,418,548-7390
19128,Jennifer,Martin,289,616-6555
19129,Tiffany,Morrison,365,945-7111
19130,Megan,Curtis,204,684-3416
19131,Maria,Fitzgerald,905,223-4394
19132,Jennifer,Rodriguez,780,460-4154
19133,Mary,Wright,438,210-6338
19134,Patrick,Garcia,418,845-5288
19135,Valerie,Mendoza,418,902-7832
19136,Melissa,Jackson,825,683-6566
19137,Tony,Rogers,639,758-5565
19138,Daniel,Bryant,905,524-3987
19139,Jeffery,Jordan,514,184-5590
19140,Kelly,Johnson,416,138-4465
19141,Mary,Wright,343,665-8525
19142,Mariah,Nelson,873,353-7890
19143,Jon,Wiley,249,373-3592
19144,Rebecca,Davis,587,211-6186
19145,Mark,Reyes,905,485-3895
19146,Lisa,Osborn,418,611-7062
19147,Brandon,Smith,438,586-8411
19148,Jennifer,Thomas,807,110-4022
19149,Diane,Murray,709,159-2736
19150,Christine,Black,604,819-4168
19151,Sean,Hebert,514,903-7484
19152,Robert,Murray,819,637-9985
19153,Michelle,Walters,782,166-7968
19154,Pamela,Lozano,581,547-1586
19155,Crystal,Russell,902,283-1472
19156,Timothy,James,873,856-6036
19157,Mark,Cain,306,713-7357
19158,Linda,Jackson,289,281-2183
19159,Amy,Gomez,705,404-8294
19160,Veronica,Delgado,639,209-6560
19161,Gerald,Miller,365,757-7763
19162,Amanda,Johnson,250,991-6609
19163,Daniel,Brown,438,624-5207
19164,Leslie,Morgan,249,534-2243
19165,Cody,Miller,418,641-8138
19166,Daniel,Brown,418,942-7080
19167,Tina,Webb,867,546-9590
19168,Tiffany,Olsen,226,576-3156
19169,Sabrina,Lewis,825,822-8245
19170,Brandon,Flores,506,607-4847
19171,David,Winters,438,496-9243
19172,Colleen,Morrow,289,313-5247
19173,Elizabeth,Martin,819,604-6931
19174,Ian,Dougherty,204,853-4883
19175,Cindy,Dunn,367,626-5378
19176,Shawna,Marsh,343,445-4929
19177,Dean,Herrera,647,454-4681
19178,Judith,Sexton,431,327-2162
19179,John,Peck,807,860-8282
19180,Michael,Stewart,579,331-2161
19181,Stephen,Herring,506,937-2599
19182,Colleen,Parker,416,404-1062
19183,Jacob,Barron,236,842-6390
19184,Angela,Chapman,581,228-9952
19185,Frances,Keith,438,979-5414
19186,Heidi,Williamson,226,497-9418
19187,Sarah,Gentry,204,484-5936
19188,Gregory,Shaw,825,175-8511
19189,Michael,Powers,604,992-5771
19190,John,Hawkins,306,698-5023
19191,Matthew,Zamora,204,635-5053
19192,Frank,Holloway,450,877-5217
19193,John,Carlson,418,813-9126
19194,Calvin,Thomas,782,507-6211
19195,Kerri,Harris,306,976-9238
19196,Ashley,Howard,289,422-5576
19197,Sarah,Robertson,514,916-3478
19198,Toni,Moore,450,475-2369
19199,Stephen,Hamilton,506,358-6408
19200,Roger,Wiggins,867,518-7138
19201,Jeff,Santiago,581,139-6360
19202,Kevin,Gonzalez,905,613-7474
19203,Cheryl,Marshall,306,578-2121
19204,Terri,Novak,807,542-5064
19205,David,Campbell,431,524-1284
19206,Debra,Wood,581,976-3424
19207,Daniel,Garcia,226,152-6378
19208,Jessica,Baker,581,361-6915
19209,Regina,Burnett,639,165-2918
19210,Carolyn,Stuart,289,244-9814
19211,Timothy,Wilson,819,927-1595
19212,Kyle,Romero,365,311-1053
19213,Daniel,Booth,250,238-3489
19214,Stephen,Torres,581,299-1230
19215,Cindy,Holmes,418,529-6293
19216,Vicki,Robertson,873,900-4447
19217,Cody,Nguyen,613,775-2006
19218,Bonnie,Williams,519,751-6374
19219,Rebecca,Blair,204,310-3572
19220,Erin,White,613,278-4416
19221,Tony,Thompson,548,780-6311
19222,Thomas,Lopez,867,742-4762
19223,Stacy,Snow,581,481-7478
19224,Lisa,Bennett,416,674-9483
19225,Ryan,Morris,647,757-1484
19226,Thomas,Lam,226,110-6715
19227,Deborah,Nelson,437,600-3086
19228,Margaret,Miller,506,952-5207
19229,Howard,Smith,604,192-2217
19230,David,Murphy,548,933-4719
19231,Travis,Wilson,418,265-7419
19232,James,Simpson,613,112-3841
19233,Stephen,Campbell,902,784-1864
19234,Mitchell,Conner,639,822-9839
19235,Tracy,Jimenez,807,759-3500
19236,Ryan,Sellers,514,171-2342
19237,Erin,Hunter,782,138-5458
19238,Dana,Griffith,548,364-5410
19239,Jerry,Blake,289,726-6236
19240,Amy,Fletcher,639,905-8619
19241,Anna,Hall,403,756-7817
19242,Brandon,Sanchez,226,564-9426
19243,Frank,Jackson,519,918-6659
19244,Erika,Joyce,431,802-5401
19245,Robert,Spears,579,580-4141
19246,Kimberly,Watson,306,194-6387
19247,John,Mccullough,236,796-2032
19248,Emily,Short,905,795-1458
19249,Scott,Williams,819,487-5116
19250,Debbie,Morgan,506,900-9522
19251,Tara,Leach,705,351-6632
19252,Denise,Davis,604,851-5292
19253,Karla,Powell,647,500-9494
19254,Zachary,Hayes,418,259-3022
19255,Benjamin,Smith,782,322-1966
19256,Erin,Steele,604,651-5624
19257,Craig,Jones,639,274-4383
19258,Caleb,Garcia,289,184-9251
19259,Elizabeth,Davis,204,540-2202
19260,Diane,Taylor,825,226-3767
19261,Robert,Williams,431,606-9443
19262,Cynthia,Burke,506,209-8257
19263,Brady,Brooks,905,303-4924
19264,Sean,Nichols,438,210-9071
19265,Lori,Williams,367,833-9133
19266,Sean,Gibbs,604,565-1644
19267,Tina,Trujillo,867,551-8572
19268,Victoria,Graves,437,356-4761
19269,Kimberly,Mcgrath,902,497-7038
19270,Crystal,Lang,604,151-2517
19271,Jennifer,James,819,986-2245
19272,Daniel,George,579,129-3919
19273,Brian,Miller,579,321-1926
19274,Jodi,Rollins,807,223-2184
19275,Jessica,Rodriguez,639,279-5999
19276,Gabriel,Robbins,604,431-7813
19277,Daisy,Robinson,905,545-5017
19278,Brent,Hutchinson,587,568-1071
19279,Nicholas,Smith,250,139-7342
19280,Ronald,Foster,249,476-8345
19281,Brianna,Riggs,780,909-1452
19282,Jeffrey,Patton,778,917-8922
19283,Virginia,Wood,581,297-1358
19284,Susan,Hernandez,613,398-9670
19285,Darrell,Jenkins,639,156-7857
19286,Charles,Johnson,236,596-4885
19287,Dawn,Maldonado,867,476-4716
19288,Heather,Gilmore,306,292-6716
19289,Jennifer,Hudson,437,845-5874
19290,Leroy,Lewis,289,278-9485
19291,Sheila,Escobar,867,273-8950
19292,Jessica,Gamble,306,953-2919
19293,Jasmine,Wright,450,240-1394
19294,Scott,Adams,548,907-6638
19295,Christopher,Rose,403,516-1007
19296,Matthew,Anderson,782,621-1374
19297,Gloria,Larson,204,585-3121
19298,Deanna,Hart,581,320-2594
19299,Deborah,Bird,867,916-5897
19300,Patricia,Tucker,867,459-2658
19301,Destiny,Callahan,450,628-7747
19302,Hannah,Baldwin,579,533-4921
19303,Brian,Jarvis,438,239-7733
19304,John,Lowe,431,168-9802
19305,Kimberly,Brown,514,580-5085
19306,Emily,Edwards,579,775-3480
19307,Matthew,Becker,647,269-3080
19308,Dennis,Moore,873,628-7011
19309,Donald,Wright,819,715-6683
19310,Katelyn,Stafford,639,345-1126
19311,Madison,Castro,825,407-1930
19312,Nancy,Brown,519,612-9177
19313,James,Garrett,514,852-3800
19314,Cesar,Williams,250,300-9034
19315,Lori,Taylor,705,433-3682
19316,Tristan,Hall,867,801-4528
19317,Gina,Santiago,437,858-1575
19318,Ernest,Moran,579,786-8645
19319,Jason,Baker,403,854-4521
19320,Michele,Adams,250,136-8923
19321,Douglas,Reed,450,265-1753
19322,Omar,White,905,913-8011
19323,Kathy,Moore,579,877-6224
19324,Tyler,Baker,506,610-7428
19325,Sarah,Castillo,780,396-4320
19326,Wesley,Murphy,450,650-2658
19327,Alexis,Brown,365,969-1138
19328,Chad,Santos,365,713-9028
19329,Haley,Cruz,506,224-5432
19330,Catherine,Hickman,647,773-7115
19331,Victoria,Norris,514,218-1826
19332,Matthew,Davis,250,195-6315
19333,Randy,Martin,204,613-6173
19334,Michael,Collins,778,281-8841
19335,Mark,Kane,403,161-2101
19336,Joseph,Peters,902,809-2419
19337,Samuel,Welch,867,787-6702
19338,Jill,Tyler,780,664-7599
19339,Roger,Johnson,705,774-6051
19340,Benjamin,Miller,548,531-5612
19341,Susan,Baker,782,934-2727
19342,Edward,Wilson,250,414-5239
19343,Thomas,Jones,873,636-4732
19344,Brandy,Lewis,613,405-4698
19345,Teresa,Bowen,647,920-5495
19346,Elizabeth,Fields,438,150-7164
19347,Michael,Watson,613,374-9466
19348,Jared,Davidson,867,954-4762
19349,Cheryl,Lewis,705,799-5114
19350,Anthony,Walker,289,533-3852
19351,Dwayne,Watson,226,987-9185
19352,Angela,Peterson,403,730-1569
19353,Anthony,Kirk,306,220-5816
19354,Courtney,Jones,306,215-4910
19355,John,Espinoza,250,620-5300
19356,Jerry,Newman,647,304-5926
19357,Denise,Burns,807,197-2011
19358,Teresa,Lamb,639,232-3440
19359,Cynthia,Alvarez,438,984-3618
19360,Jonathan,Campos,587,303-9974
19361,William,Rivera,604,847-5967
19362,Marc,Marquez,778,422-1281
19363,Donald,Davis,825,505-3094
19364,David,Trevino,782,874-2164
19365,Aaron,Johnson,709,638-4561
19366,Joseph,Cooper,604,975-5546
19367,Edward,Jimenez,604,637-4000
19368,Gregory,King,905,351-2536
19369,Brianna,Thomas,782,459-9188
19370,Kelly,Jones,705,845-9769
19371,Eric,Rodriguez,289,777-7505
19372,Meghan,Ruiz,514,940-8577
19373,Xavier,Keller,438,525-1652
19374,Scott,Smith,873,996-2277
19375,Peggy,Hurley,548,612-2982
19376,Ellen,Taylor,403,691-1905
19377,Heather,Perez,289,930-9020
19378,James,Ramirez,647,889-3265
19379,Jose,Anderson,249,708-5370
19380,Jason,Deleon,204,185-9143
19381,Douglas,Macdonald,226,840-9220
19382,John,Baird,438,309-8402
19383,Henry,Gibbs,437,967-1485
19384,Jose,Bishop,418,360-9397
19385,Paul,Hale,709,456-2070
19386,Derek,Perez,514,413-1704
19387,Michael,Young,438,318-1041
19388,Benjamin,Scott,506,267-3584
19389,Anthony,Martin,639,238-5629
19390,Michael,Booth,579,117-6009
19391,Elizabeth,Jackson,587,185-5884
19392,Michael,Sullivan,514,221-6632
19393,Emily,Rodriguez,782,454-8049
19394,Stephanie,Lane,250,155-4334
19395,Sheila,Flores,437,260-3664
19396,Tammy,Martin,236,733-5821
19397,Dan,Mcgee,807,672-5021
19398,Diamond,Page,416,555-3652
19399,Eric,Arnold,204,297-9353
19400,Victor,Hardin,450,969-1270
19401,Jeremy,Smith,825,648-2910
19402,James,Wilson,780,395-9022
19403,Kyle,Phillips,431,861-4146
19404,Autumn,Kelley,825,553-1124
19405,Kathy,Tucker,905,292-9840
19406,Dylan,Newton,450,924-3230
19407,Melissa,Jones,604,667-2463
19408,Adam,Campbell,249,943-7849
19409,John,Thomas,905,151-3012
19410,Caitlin,Hanson,709,761-4304
19411,Heather,Waters,343,626-8026
19412,Bruce,Ross,403,376-1814
19413,Renee,Chen,289,764-1372
19414,Amy,Barnett,867,238-5967
19415,Jonathan,Jones,579,191-3295
19416,Corey,Moore,705,758-6780
19417,Daniel,Alvarez,825,358-1309
19418,Eric,Russell,450,715-7705
19419,Shawn,Carey,905,631-1669
19420,Joel,Davis,548,483-6527
19421,Ann,Johnson,514,802-7569
19422,Amber,Stout,705,484-3931
19423,Elizabeth,Sutton,365,882-5923
19424,Robert,Fields,306,918-4591
19425,Joe,Price,250,249-5269
19426,Jason,Ramos,431,600-3561
19427,Craig,Jones,604,320-8537
19428,Alex,Davis,825,817-1156
19429,Rachel,Cole,902,484-3005
19430,Michele,Ray,639,606-5057
19431,Ellen,Scott,587,426-2276
19432,Richard,Stein,450,557-6240
19433,Kari,Reed,367,895-4027
19434,Jacqueline,Hoover,365,221-9684
19435,Anthony,Young,416,701-7985
19436,Brittany,Mann,548,482-3822
19437,Keith,Rubio,438,345-8430
19438,Andre,Smith,416,618-8007
19439,Lindsay,Krueger,778,786-6014
19440,Laura,Tyler,639,850-9334
19441,Jake,Powers,306,615-7464
19442,Robert,Hardy,204,574-5995
19443,Steven,Marquez,807,967-2831
19444,Mary,Roach,416,327-4320
19445,Gail,Simon,367,108-1131
19446,Veronica,Raymond,825,101-1214
19447,Ruben,Lambert,705,683-3633
19448,Joseph,Garcia,204,819-1516
19449,Nichole,Hammond,807,539-6569
19450,Matthew,Morgan,365,744-7762
19451,Steven,Bennett,639,150-8094
19452,Deanna,Miranda,613,374-8501
19453,Yvette,Duarte,450,511-4283
19454,Nicholas,Mullins,365,959-2253
19455,Daniel,Hayes,639,765-3278
19456,Charles,Baldwin,418,459-3962
19457,Thomas,Davis,709,787-7173
19458,Paul,Sullivan,236,101-6398
19459,Micheal,Lewis,450,983-2888
19460,Zoe,White,431,310-9071
19461,Henry,Flynn,778,624-3367
19462,Peter,Ballard,825,711-8579
19463,Natalie,Sharp,403,740-1933
19464,Briana,Richard,365,694-2363
19465,David,Klein,437,179-2776
19466,Phyllis,Jimenez,709,229-3312
19467,Mary,Greer,604,954-6300
19468,James,Watkins,365,925-1664
19469,Luke,Wheeler,639,110-2056
19470,James,Smith,873,797-5486
19471,David,Guerrero,867,296-2111
19472,Mathew,Lara,519,858-8328
19473,Jose,Zuniga,367,296-6435
19474,Phillip,Coleman,438,321-5472
19475,Julia,Liu,709,905-5387
19476,Stacy,White,438,825-8980
19477,Kelsey,Pena,403,634-8334
19478,Walter,Adams,250,897-2594
19479,Oscar,Perez,365,665-7963
19480,Michael,Jones,450,875-1352
19481,Michael,Mcpherson,226,425-9143
19482,Joshua,Smith,807,141-3054
19483,Matthew,Richardson,514,292-6707
19484,Kaitlin,Walker,780,541-6020
19485,Sheri,Ross,548,126-2349
19486,Leonard,Bryant,780,148-3953
19487,Douglas,Baxter,780,920-4966
19488,Karla,King,780,564-3811
19489,Mario,Thornton,807,418-9973
19490,Michelle,Cook,514,689-3659
19491,Brenda,Vega,367,649-5115
19492,Gary,Cook,236,708-8201
19493,Meghan,Lawson,873,592-3634
19494,Michael,Cabrera,514,309-4332
19495,Joshua,Taylor,438,433-6875
19496,Dawn,Bauer,204,141-8380
19497,Alicia,Sullivan,782,119-5693
19498,Kevin,Castillo,604,919-9186
19499,Samuel,Smith,905,856-8784
19500,Maria,Walsh,639,434-5900
19501,Joyce,Santos,579,118-3191
19502,Susan,Wilson,403,778-3696
19503,Jeffrey,Conley,519,778-4864
19504,Stephanie,Young,604,850-2808
19505,Rachel,Robertson,365,944-2736
19506,Daniel,Smith,902,979-2834
19507,Richard,Wilcox,418,966-6112
19508,Benjamin,Clark,365,854-5977
19509,Victoria,Sanchez,867,706-1406
19510,Kristin,Fisher,639,379-8811
19511,Jason,Flynn,604,695-5080
19512,Tiffany,Harvey,639,769-2008
19513,Katherine,Turner,613,117-6577
19514,Michael,Ramirez,709,484-6443
19515,Cheyenne,Dickerson,778,188-6033
19516,Kevin,Gomez,431,243-9277
19517,Gregory,Adams,438,912-7510
19518,Lori,Hernandez,825,944-3911
19519,Mariah,Kennedy,249,659-5675
19520,Kathleen,Wilson,438,622-2485
19521,Joseph,Miller,587,373-8240
19522,Diana,Henderson,437,281-7912
19523,Rachel,Roberts,506,770-4444
19524,Kristina,Vasquez,639,289-2908
19525,Shelley,Jacobs,705,747-5723
19526,Valerie,Stevens,418,668-3189
19527,Joseph,Grant,780,363-8735
19528,Kenneth,Perez,365,162-2056
19529,Michael,Smith,365,697-1459
19530,Jillian,Strickland,705,979-5870
19531,Kelly,Scott,514,652-9244
19532,David,Perez,639,775-9268
19533,George,Wright,613,960-5756
19534,Elizabeth,Wilson,587,335-9032
19535,Daniel,Martin,647,746-7067
19536,Erica,Sanchez,905,743-9702
19537,Erika,Graves,249,697-5640
19538,Jessica,Anderson,418,583-8592
19539,Patrick,Randall,873,225-1792
19540,Karen,Powell,438,169-9787
19541,Michael,Mills,705,172-5753
19542,Carly,Townsend,506,437-9585
19543,Heather,Mitchell,343,281-5420
19544,Victor,Barton,226,611-3135
19545,Brandy,White,204,243-8127
19546,Renee,Kaiser,867,973-3729
19547,Shelby,Hill,867,783-9682
19548,Jennifer,Brown,825,993-6629
19549,William,Ferguson,639,375-8775
19550,Rachel,Harper,613,616-1971
19551,Charles,Lee,819,964-7460
19552,Charles,Brennan,236,583-7310
19553,Micheal,Williams,367,949-3150
19554,Angela,Hall,438,112-3336
19555,Cynthia,Smith,780,644-6230
19556,Evan,Moyer,905,626-9475
19557,Robert,Sims,450,718-3035
19558,Nicholas,Ford,249,915-7748
19559,Stephen,Velez,867,812-5413
19560,Elizabeth,Sanchez,204,181-8294
19561,William,White,780,987-2849
19562,Morgan,Morales,236,562-4342
19563,Joseph,Foster,819,881-8870
19564,Tracey,Collier,519,283-9055
19565,Maxwell,Saunders,581,581-6333
19566,Elizabeth,Simmons,204,370-4938
19567,Laura,Young,639,112-5601
19568,Lindsey,Michael,236,163-8566
19569,Thomas,Doyle,548,217-7255
19570,Katherine,Cabrera,867,658-6302
19571,Adam,Woods,705,704-3299
19572,Jasmin,Hill,249,900-3824
19573,Anthony,Mills,365,298-5655
19574,Cassandra,Bailey,226,494-6265
19575,Carl,Miller,579,480-2244
19576,Curtis,Fletcher,613,475-6303
19577,Cody,Ferguson,306,847-4881
19578,Colin,Taylor,418,289-7471
19579,Natalie,Downs,236,942-6991
19580,Rachel,Hill,902,883-6974
19581,Joe,Rodriguez,204,426-1770
19582,Richard,Gordon,236,241-7573
19583,Gilbert,Butler,705,503-3519
19584,Brian,Hardin,587,385-5228
19585,Thomas,Garcia,579,958-8853
19586,Timothy,Wood,367,967-5739
19587,Fred,Grimes,647,333-1702
19588,Jeanette,Gardner,450,294-2724
19589,James,Green,450,441-9128
19590,Megan,Good,403,610-3702
19591,Kevin,Macias,249,977-8929
19592,Patricia,Lawrence,825,786-4729
19593,Sara,Sanchez,867,995-6007
19594,Richard,Beasley,519,455-1265
19595,Kelsey,Smith,450,489-4576
19596,Katherine,Mendez,587,757-2856
19597,Matthew,Schmidt,613,569-7251
19598,Julia,Sparks,438,735-7696
19599,Angel,King,367,316-5110
19600,Katrina,Wilson,867,294-5497
19601,Nancy,Wood,705,914-1227
19602,David,Nguyen,782,438-1802
19603,Steven,Morales,514,618-5090
19604,Charles,Vazquez,226,427-3865
19605,Jacqueline,Calderon,587,743-2945
19606,Aaron,Dominguez,519,704-9811
19607,Sarah,Ramirez,250,264-2083
19608,Mark,Fernandez,825,731-7193
19609,John,Kaufman,778,400-7141
19610,Kimberly,Blair,780,260-3568
19611,Deborah,Wilson,548,154-2514
19612,Sabrina,Lambert,873,594-6551
19613,Ryan,Wilson,306,938-7651
19614,Maria,Santos,780,684-6741
19615,Thomas,Levy,579,706-8787
19616,Jesse,Williams,902,210-9208
19617,Tamara,Hill,579,158-3514
19618,Cody,Bush,236,409-3753
19619,Todd,Delacruz,579,470-9580
19620,Robin,Newton,902,538-2009
19621,Douglas,Castro,579,664-4970
19622,Robert,Davis,250,633-4489
19623,Michelle,Shelton,226,808-2062
19624,Alicia,Miller,506,940-3602
19625,Patricia,Petersen,705,186-2770
19626,Nicole,Benjamin,639,554-7832
19627,John,Henry,782,980-3563
19628,Kayla,Baldwin,604,367-4992
19629,Bailey,Smith,249,641-4482
19630,Karen,Palmer,250,959-6503
19631,Victoria,Valdez,514,134-7373
19632,Jose,Mckenzie,709,391-3705
19633,Jennifer,White,902,628-8874
19634,Gregory,Hammond,306,117-7720
19635,Tanya,White,431,731-1180
19636,Michael,Burke,438,529-6842
19637,Jack,Johnson,782,521-6451
19638,Jennifer,Haynes,548,411-9383
19639,Bethany,Robinson,778,145-6206
19640,Alicia,Long,581,698-8977
19641,Helen,Mitchell,365,413-5558
19642,Valerie,Smith,437,302-8640
19643,Robert,White,438,310-5322
19644,David,Harris,437,670-3568
19645,Vanessa,Schneider,873,597-9307
19646,Tamara,Stein,416,365-3449
19647,Megan,Blair,782,727-4128
19648,Larry,Hall,343,869-7587
19649,Brian,Mitchell,403,142-8157
19650,Melissa,Wolfe,825,802-2134
19651,Mario,Chen,306,597-3327
19652,Jason,Carter,705,424-8269
19653,Ernest,Yang,250,672-1793
19654,Jeremiah,Davis,780,326-5729
19655,Kathleen,Jacobs,431,977-9766
19656,Yvonne,Patterson,639,505-3303
19657,Rebecca,Mccormick,825,138-4570
19658,Corey,Harris,604,545-4198
19659,Cristina,Brooks,506,454-4022
19660,George,Terry,705,205-3648
19661,Douglas,Ruiz,705,970-5604
19662,James,Thomas,438,337-9848
19663,Tiffany,Hoover,403,516-2367
19664,Steven,Reynolds,581,381-4858
19665,Joshua,Davis,343,694-4785
19666,John,Anderson,418,578-6345
19667,David,Larsen,902,689-5644
19668,Hannah,May,867,677-9575
19669,Debra,Pace,905,534-7662
19670,Omar,Lopez,819,711-2318
19671,Scott,Mathis,403,133-4071
19672,Matthew,Shepherd,902,192-4233
19673,Timothy,Miller,431,452-5684
19674,Alyssa,Miller,418,481-2523
19675,Tracy,Duran,450,421-5669
19676,Kathy,Smith,450,665-6954
19677,Martin,Hughes,438,205-3895
19678,Hunter,Phillips,819,797-5913
19679,Kara,Malone,905,144-6532
19680,Michael,Bowers,873,254-5653
19681,Kelsey,Jordan,587,329-4425
19682,Rebecca,Lester,782,453-6110
19683,Roy,Kramer,226,928-7431
19684,Joshua,Brown,250,338-1311
19685,Lisa,Moore,418,538-5393
19686,William,Hanna,782,485-3949
19687,Nathan,Khan,705,803-9893
19688,Michael,French,819,840-7346
19689,Deborah,Diaz,437,988-1152
19690,Angelica,Maldonado,204,370-6954
19691,Joe,Murphy,514,728-4312
19692,Michael,Boyd,807,897-4513
19693,Shannon,Vincent,709,545-9445
19694,Andrew,Payne,236,504-6560
19695,Toni,Vang,604,471-3881
19696,Adam,Hamilton,306,478-4649
19697,Robert,Vasquez,613,127-5456
19698,Jennifer,Mathis,226,569-2545
19699,Lisa,Luna,204,831-9659
19700,Gregory,Marshall,647,366-1557
19701,Nicole,Flowers,236,615-4948
19702,Justin,Higgins,249,250-2334
19703,Arthur,Fleming,416,762-8495
19704,Jared,Martinez,249,756-6036
19705,Chelsea,Sutton,289,287-4921
19706,Laura,Allison,416,254-2214
19707,Sonya,Poole,782,909-8503
19708,Amanda,Hernandez,438,266-7463
19709,Colleen,Vincent,579,768-3466
19710,Erica,Garrison,403,266-1252
19711,Dana,Wallace,905,910-8117
19712,Jason,Duran,450,231-4312
19713,Jamie,Crawford,778,983-6758
19714,Heather,Strickland,418,757-6030
19715,Patricia,Phillips,639,997-2394
19716,James,Barton,403,884-4302
19717,Shelly,Smith,647,429-6676
19718,Travis,Zimmerman,807,182-7610
19719,Christine,Reynolds,819,622-1728
19720,Ashley,Edwards,780,902-6733
19721,Emily,Young,778,244-2922
19722,Keith,Daniel,506,104-6198
19723,Meghan,Roy,819,378-5621
19724,Michael,Perry,249,198-2244
19725,Jason,Quinn,289,874-2500
