buyer_id,first_name,last_name,age,city_id,marital_status_id,job_id,area_code,phone_number
18738,Victoria,Yates,65,87,4,54,289,896-5696
18739,Mary,Weeks,45,307,4,410,204,511-6181
18740,Laura,Wong,45,284,4,312,647,252-9844
18741,Angela,Smith,80,308,1,101,431,478-2514
18742,Keith,Mitchell,61,50,3,398,343,916-1476
18743,Mario,Hill,71,177,2,233,819,683-9696
18744,Alex,Turner,43,321,3,430,778,249-9457
18745,Kelly,Gallagher,56,84,5,323,807,146-1483
18746,Julie,Huffman,20,9,3,69,437,611-8402
18747,Amanda,Haas,24,229,2,179,613,321-7836
18748,Megan,Castillo,71,193,1,373,343,231-4985
18749,Ashley,Johnson,47,318,2,371,514,575-3613
18750,Jeremy,Kim,74,13,3,5,819,997-3611
18751,Elizabeth,Price,67,78,4,70,873,598-7510
18752,Joshua,Griffin,54,122,2,419,873,327-6875
18753,Paul,Hall,27,88,1,306,431,374-4868
18754,Jill,Hill,46,33,1,177,249,339-2298
18755,Jacob,Huber,71,88,1,219,226,585-1122
18756,Luke,Lewis,60,306,4,31,579,499-8976
18757,Margaret,Rodriguez,33,364,4,296,778,411-3760
18758,Crystal,Lawrence,18,203,3,23,548,536-8469
18759,Samuel,Cisneros,40,180,3,26,780,238-2340
18760,Monica,Jones,46,160,4,189,289,841-4719
18761,Kimberly,Hill,22,387,3,212,437,741-5599
18762,Christopher,Cochran,45,293,5,270,548,384-5019
18763,David,Forbes,74,231,2,171,306,161-3671
18764,Maria,Ramos,45,142,2,358,343,515-5030
18765,Sherry,Harris,74,254,5,65,506,529-9185
18766,Andrew,Wagner,19,20,3,364,825,863-2521
18767,Savannah,Griffin,71,167,1,183,367,992-9945
18768,Shirley,Henry,26,367,1,300,604,305-4415
18769,Caleb,Hickman,36,65,5,93,825,778-2200
18770,Christopher,Hart,57,8,4,313,506,143-3367
18771,Regina,Patton,23,278,5,323,778,740-3459
18772,Kaitlyn,Benson,73,382,2,299,613,186-9404
18773,Brent,Sims,66,199,5,17,250,240-5011
18774,Brandon,Williams,61,16,2,29,437,451-6462
18775,Ronnie,Ortega,70,24,2,156,902,801-5229
18776,Brenda,Elliott,28,336,3,377,778,234-6785
18777,Catherine,Richardson,32,354,1,386,705,297-1483
18778,Andrew,Miller,61,323,1,399,431,872-5384
18779,Amber,Robinson,57,224,1,348,506,839-7619
18780,Karina,Baker,58,224,1,164,514,766-1498
18781,Bob,Brooks,36,125,1,163,778,812-2652
18782,Jeffrey,Howard,68,154,3,368,250,669-5709
18783,Tracy,Warren,81,15,2,307,289,975-5002
18784,Alexander,Ford,21,142,2,275,548,477-9405
18785,Amy,Edwards,27,354,4,308,604,799-4580
18786,Christopher,Brooks,64,13,3,37,403,841-6294
18787,Dennis,Rodriguez,75,23,1,159,807,649-7521
18788,Jonathan,Mcgee,81,49,4,244,807,278-2619
18789,Eric,Anderson,62,316,5,188,306,872-1804
18790,Robin,Anderson,30,221,3,169,437,416-5394
18791,Katherine,Levine,45,74,3,85,431,573-5463
18792,Harold,Phillips,71,317,2,81,343,357-9869
18793,Marc,Ochoa,49,101,2,52,647,644-3743
18794,Sarah,Obrien,28,355,1,253,450,605-1255
18795,Courtney,Stevens,59,196,1,277,403,459-3783
18796,Douglas,Miller,20,313,3,367,450,453-1513
18797,Amy,Jackson,65,175,2,388,367,435-6621
18798,Lauren,Carr,20,8,2,91,431,694-2401
18799,Gregory,Golden,35,276,4,157,709,300-8071
18800,Leslie,Howard,77,217,3,75,647,476-6960
18801,Anna,Sherman,53,7,2,54,587,616-7202
18802,Anne,Valenzuela,58,136,5,351,639,225-2417
18803,Renee,Thompson,42,20,5,301,343,275-1022
18804,Jason,Williams,80,255,1,39,604,303-4111
18805,Christina,Caldwell,68,137,3,296,431,592-2707
18806,James,Flores,29,300,4,173,249,843-6586
18807,Harold,Lowe,75,289,2,179,613,466-4247
18808,Ashley,Kramer,63,299,5,59,604,351-3792
18809,Melissa,Kirk,36,363,3,95,418,498-7752
18810,Brandon,Moore,27,168,1,380,365,961-1728
18811,Kayla,Espinoza,63,262,4,237,807,324-2064
18812,Michael,Sawyer,81,181,3,129,902,101-5110
18813,Steven,Wilson,75,93,2,236,807,943-6927
18814,Amy,Kent,53,44,1,111,365,536-6712
18815,Cynthia,Aguilar,55,243,4,16,867,260-2530
18816,Samuel,Hernandez,76,60,3,394,438,294-6386
18817,Bruce,Lewis,78,209,5,354,639,329-1585
18818,William,Ward,50,386,2,172,639,423-9296
18819,Joseph,Sparks,78,87,1,229,343,158-8324
18820,Justin,Burnett,78,46,1,3,306,648-9405
18821,Cameron,Obrien,27,67,4,305,343,940-3863
18822,Jennifer,Kane,19,208,4,340,438,119-2683
18823,Jonathan,Johnson,51,176,4,320,343,999-5123
18824,Richard,Rhodes,21,33,4,418,306,346-7711
18825,Erin,Le,53,196,2,282,825,110-4919
18826,Gabriella,Aguirre,76,379,4,37,506,171-2921
18827,Ivan,Hall,66,333,1,258,778,605-4233
18828,Roger,Gibson,47,321,5,418,367,955-1972
18829,Robin,Bradford,52,128,3,169,819,624-2008
18830,Jeffrey,Arellano,56,118,3,29,587,396-2811
18831,Brittany,Lopez,54,82,2,315,506,905-4614
18832,Jared,Sanchez,37,146,1,24,867,524-3663
18833,Lisa,Edwards,47,202,1,370,780,921-8888
18834,Devin,Fritz,51,253,1,362,306,895-2437
18835,Darrell,Ball,60,263,1,312,873,386-3171
18836,Sandra,Wood,57,259,3,156,709,638-6966
18837,Whitney,Rubio,60,181,1,332,639,838-2315
18838,Jenna,Hammond,26,278,4,217,873,336-7727
18839,Michael,Brown,69,351,3,65,506,517-4179
18840,Jason,Martin,47,38,5,261,236,428-4703
18841,Timothy,Marshall,76,118,1,380,902,519-1387
18842,Heather,Goodwin,43,259,3,66,819,228-5850
18843,Laura,Scott,19,172,2,188,867,400-5058
18844,Jennifer,Mcdaniel,64,144,3,368,306,991-3136
18845,Cheryl,Flores,35,333,1,196,647,134-5599
18846,Timothy,Fuller,32,372,2,176,782,138-1755
18847,Erika,Elliott,48,186,3,403,236,332-3839
18848,Rachael,Acevedo,65,192,1,408,289,387-6042
18849,Tyler,Duke,54,148,4,429,418,137-3602
18850,Michelle,Short,48,215,4,163,367,480-9412
18851,Andrea,Banks,61,58,3,17,639,719-4142
18852,Virginia,Madden,56,240,4,15,226,685-8769
18853,David,Johnson,54,263,1,177,579,842-8453
18854,Arthur,Chang,55,291,1,333,236,204-5126
18855,Andrew,Stone,44,323,2,297,639,728-7289
18856,Jennifer,Rodriguez,52,209,2,391,604,925-6180
18857,Kimberly,Sanders,19,64,3,112,873,570-5613
18858,Holly,Martinez,74,175,3,87,867,325-4751
18859,Randall,Lewis,31,122,1,396,647,604-6607
18860,Ryan,Fitzpatrick,78,292,4,388,780,621-9943
18861,Mary,Craig,47,155,4,124,416,594-7253
18862,Shawn,Mullen,40,98,3,99,289,909-1847
18863,Marie,Delgado,55,11,2,80,204,605-4753
18864,Christopher,Williams,30,264,2,76,506,537-8061
18865,Kristina,Wilson,79,388,3,283,604,558-3198
18866,Jesse,Jones,77,41,3,11,506,552-9911
18867,Andrew,Rangel,78,196,2,43,506,954-4332
18868,John,Hess,64,12,3,26,204,333-4979
18869,Sharon,Miller,68,137,1,129,226,883-2169
18870,Monica,Burgess,64,366,3,378,604,129-5403
18871,Larry,Pratt,29,91,4,131,604,210-6194
18872,Lonnie,Hernandez,25,179,1,379,437,262-2641
18873,Kristin,Lynch,55,175,3,91,873,733-2229
18874,Donna,Mullen,32,14,3,103,780,419-8864
18875,Jeffery,Miller,54,133,4,76,450,298-6263
18876,Lisa,Griffith,61,8,4,100,438,964-3654
18877,Anna,Robinson,40,393,5,24,778,842-4981
18878,Melissa,Villarreal,60,46,4,405,807,691-2151
18879,Erin,Caldwell,36,103,2,197,819,443-8234
18880,Kevin,Vasquez,69,367,3,230,905,220-3927
18881,Randall,Gonzalez,45,219,5,63,438,175-3623
18882,Samuel,Smith,47,382,2,266,548,660-4780
18883,Jodi,Smith,73,148,3,249,613,943-5388
18884,Jessica,Davis,59,157,2,88,289,618-2762
18885,Tiffany,Porter,65,64,4,19,343,146-9807
18886,Linda,Davis,51,273,4,237,418,248-6096
18887,Tammie,Cummings,20,239,3,110,807,478-4090
18888,Matthew,Neal,71,2,3,333,519,595-8389
18889,Steven,Smith,50,151,1,174,418,823-8525
18890,Mackenzie,Lopez,54,313,3,131,514,266-4051
18891,Eric,Fleming,61,125,3,342,705,983-5999
18892,Blake,Gutierrez,49,296,1,153,780,738-8346
18893,William,Henry,66,346,4,391,778,835-8869
18894,Carolyn,Hendricks,31,319,3,161,581,640-3458
18895,Morgan,Dennis,68,166,4,404,519,611-4000
18896,Maxwell,Bradford,58,94,1,230,579,462-2875
18897,Amy,Johnson,72,283,2,34,587,860-8921
18898,Angela,Stark,74,2,5,89,780,998-5548
18899,Jennifer,Johnson,36,355,3,35,639,689-7000
18900,Stephanie,Jordan,64,283,2,190,204,811-3326
18901,David,Hoover,74,336,5,263,579,310-3055
18902,Regina,Thomas,31,151,5,219,437,855-6802
18903,Jack,Rodriguez,30,80,1,132,782,577-9967
18904,Julia,Cruz,35,302,3,17,403,703-4159
18905,Ellen,Thompson,72,152,5,404,902,275-4869
18906,Lisa,Thompson,80,355,2,301,438,666-4584
18907,Jill,Obrien,69,242,4,315,418,222-4360
18908,Ryan,Hall,68,66,3,247,306,830-5639
18909,Holly,Hopkins,29,216,1,400,403,996-7595
18910,Michelle,Gilbert,34,232,5,429,639,813-4306
18911,Rita,Barton,42,251,3,318,431,514-7591
18912,David,Mitchell,40,94,5,181,587,791-1246
18913,John,Richardson,75,118,3,1,581,279-6205
18914,Kathleen,Lewis,51,109,5,370,709,797-7803
18915,Jerome,Woods,47,199,1,37,587,423-4713
18916,Katherine,Rodriguez,79,264,2,324,438,945-4553
18917,Christopher,Miller,52,92,5,14,639,150-6775
18918,Kevin,Wells,21,3,3,328,709,325-5598
18919,Rachel,Jefferson,60,326,2,180,825,673-8665
18920,Richard,Johnson,77,86,3,20,437,582-1805
18921,Shaun,Salazar,31,36,4,255,709,186-3906
18922,Tracey,Dillon,56,48,3,118,825,576-3624
18923,Nicholas,Vazquez,52,54,1,349,613,961-6656
18924,Jennifer,Kerr,41,325,4,251,902,816-6385
18925,Jocelyn,Young,42,7,3,14,519,895-3689
18926,Robert,Jones,52,365,5,147,778,850-8382
18927,Jason,Crosby,20,106,2,188,418,350-8909
18928,Emily,Murray,73,318,1,356,506,292-5695
18929,Rachel,Hernandez,18,226,2,115,438,946-7769
18930,David,Lynch,57,54,4,380,587,234-7352
18931,Sherry,Johnston,58,27,2,141,367,500-5503
18932,Richard,Daniels,53,131,1,302,587,672-2178
18933,Catherine,Lopez,44,132,1,88,780,571-6331
18934,Pamela,Moore,40,286,2,14,226,460-5627
18935,Pam,Douglas,45,176,4,310,416,590-7725
18936,Nicole,Jackson,74,203,3,311,548,244-5366
18937,Ashley,Thomas,56,387,4,135,506,672-7720
18938,Cheryl,May,66,191,5,241,639,155-8990
18939,Vicki,Black,73,98,1,84,902,292-7986
18940,Renee,Rhodes,40,310,1,47,226,583-8832
18941,Steve,West,55,242,5,3,204,332-3985
18942,Jonathan,Marsh,63,68,2,81,780,302-6817
18943,Alejandro,Barnes,54,229,4,357,226,284-6115
18944,Karen,Bishop,57,43,3,89,431,113-3109
18945,Steve,Jackson,35,337,5,404,365,622-1922
18946,Laura,Mays,75,81,2,321,905,777-5322
18947,Diana,Marsh,45,370,3,100,506,918-7299
18948,Patrick,Andrews,56,368,2,55,431,388-7720
18949,Donald,Jones,62,362,1,213,825,962-2891
18950,Cynthia,Dunn,74,38,2,70,782,475-3919
18951,Sean,Anderson,33,327,5,95,778,762-2078
18952,Rachael,Martinez,66,172,2,116,780,205-7960
18953,Sharon,Jenkins,22,211,1,122,367,591-7620
18954,David,Webb,75,291,2,35,587,467-7408
18955,Robin,Wagner,40,8,5,78,365,505-8085
18956,Dakota,Brooks,54,304,4,224,403,834-1393
18957,Diane,Hammond,19,248,1,388,867,434-8527
18958,David,Lee,25,94,5,49,778,244-1990
18959,Michael,Fernandez,33,235,4,328,581,646-5409
18960,Natalie,Hernandez,45,266,3,151,416,614-7264
18961,Meredith,Griffith,61,144,1,42,613,336-5260
18962,Christian,Dunn,30,136,2,67,226,192-4745
18963,Elizabeth,Carter,44,195,4,60,604,969-3059
18964,Sarah,Lyons,30,259,4,405,437,934-7046
18965,Christopher,Carpenter,37,234,5,339,204,572-2769
18966,Sharon,Barrera,26,187,1,97,306,981-9288
18967,Derek,Williams,26,307,1,92,403,462-2283
18968,Angie,Snyder,59,149,1,401,416,597-7097
18969,Angela,Turner,20,18,5,337,226,138-6931
18970,Taylor,Gallegos,39,341,1,314,506,241-9327
18971,Stephanie,Edwards,47,30,5,214,782,566-2669
18972,Brian,Stein,73,248,5,181,514,487-4166
18973,Haley,Lopez,43,50,1,292,249,355-6042
18974,Cynthia,Jones,25,183,1,353,306,128-8708
18975,Sonia,Greer,49,1,5,101,905,408-9124
18976,William,Armstrong,21,389,1,39,709,875-2840
18977,Janet,Reed,51,3,3,216,604,519-5293
18978,Andrew,Cole,27,333,2,331,418,790-2930
18979,Oscar,Jones,58,298,2,200,807,978-4927
18980,Erin,Morris,34,320,5,288,236,156-7772
18981,Frederick,Trujillo,45,22,2,195,778,140-3026
18982,Walter,Erickson,78,38,1,118,519,457-8324
18983,Omar,Bruce,32,73,2,197,365,226-5143
18984,Becky,Allen,76,158,2,237,506,515-3790
18985,Chelsea,Rivas,49,244,5,92,306,685-9191
18986,Jeff,Hayes,59,349,4,419,782,840-8692
18987,Veronica,Martinez,80,122,1,10,367,190-6071
18988,George,Zuniga,43,138,1,290,819,755-9012
18989,Christopher,Mcdaniel,58,364,3,316,778,156-5516
18990,Mary,Wilson,53,280,2,236,365,541-7119
18991,Katherine,Mcdonald,28,77,1,195,519,325-1001
18992,Anna,Thompson,61,272,5,147,431,899-2529
18993,Robert,Davis,51,339,2,258,519,571-9969
18994,Rodney,Meyer,55,296,3,258,365,996-2736
18995,Curtis,Gardner,39,55,4,392,639,872-6256
18996,Bobby,Mcmahon,28,14,3,25,506,663-8011
18997,Keith,Cervantes,43,231,4,37,289,694-7646
18998,James,Diaz,79,196,4,350,367,954-7164
18999,Andrew,Bishop,36,18,3,310,604,614-8309
19000,Erika,Hernandez,63,315,1,149,250,356-3400
19001,Sarah,White,24,300,1,70,403,429-8103
19002,Shane,Stein,50,191,4,389,289,289-2338
19003,Gloria,Ramirez,60,314,3,426,204,568-4966
19004,Jennifer,Rogers,31,62,2,83,647,902-7620
19005,Charles,Johnson,40,190,2,212,780,865-7875
19006,Denise,Lee,60,72,2,221,639,161-4207
19007,Shelly,Sims,55,384,3,382,905,272-1138
19008,Peggy,Wolf,70,38,4,286,579,981-3684
19009,James,Hill,46,11,2,264,807,592-9106
19010,Amy,Evans,37,383,1,266,418,908-7436
19011,Courtney,Carpenter,25,170,2,254,437,822-7979
19012,Christopher,Acosta,67,215,4,197,367,331-7841
19013,Jennifer,Thomas,75,247,2,394,416,370-1389
19014,Joshua,Douglas,77,47,5,60,519,988-4123
19015,Jonathan,Carter,35,8,4,22,289,349-3964
19016,Robert,Owens,30,350,1,340,902,868-3343
19017,Jessica,Jacobs,25,354,5,307,403,771-8555
19018,Anita,Shelton,58,25,1,422,506,549-8436
19019,Kristin,Vance,58,108,4,410,431,319-7436
19020,Kristen,Kelley,80,69,3,146,604,421-9060
19021,Steven,Alexander,41,54,2,106,249,541-2210
19022,Julie,Roberts,69,182,1,147,604,663-3446
19023,Matthew,Collins,60,66,5,302,825,493-8867
19024,Stephanie,Romero,73,47,5,350,778,205-4423
19025,Jeffrey,Smith,66,337,5,221,514,113-5239
19026,Holly,Hodge,18,51,2,407,236,310-9852
19027,William,Christensen,19,314,4,255,416,194-9531
19028,Joseph,Miller,30,280,3,427,807,799-4036
19029,Martin,Wade,28,164,1,399,604,862-5177
19030,Susan,Brown,20,171,5,90,306,117-6692
19031,Tara,Fox,57,176,4,73,204,794-8656
19032,Joseph,Townsend,57,368,4,325,506,631-7448
19033,Julia,Watkins,24,332,4,401,705,331-4852
19034,Stephanie,York,61,58,5,65,236,586-7597
19035,Rebecca,Cohen,57,126,3,405,226,536-3852
19036,Joshua,Cole,36,113,3,175,581,709-6193
19037,Corey,Proctor,37,75,3,307,289,720-7986
19038,Paul,Cruz,20,269,1,90,639,942-2415
19039,Carla,Owens,35,157,1,29,639,266-8013
19040,Cindy,Brown,29,357,1,373,289,961-3809
19041,Connie,Rios,22,247,4,24,306,954-8510
19042,Amanda,Ward,72,320,2,270,204,902-9906
19043,Amy,Mason,61,342,5,7,867,546-1590
19044,Rachel,Chandler,19,50,1,359,506,573-6898
19045,Christina,Allen,21,282,4,54,548,528-4241
19046,James,Kim,76,175,2,22,450,178-8091
19047,Derek,Tran,55,218,4,250,204,235-5369
19048,Calvin,Woodward,26,325,3,248,250,467-5200
19049,Jocelyn,Benitez,74,81,4,174,825,975-1587
19050,Margaret,Prince,34,55,3,197,204,892-6005
19051,Tiffany,Jenkins,35,300,4,266,819,681-3247
19052,Jacob,Bradley,27,171,5,306,204,842-9315
19053,James,Hanna,29,26,4,130,581,157-4196
19054,Todd,Anderson,46,267,1,424,613,303-4078
19055,Crystal,Valdez,29,345,2,196,306,550-5028
19056,Vanessa,Fleming,35,319,3,83,250,828-5229
19057,Matthew,Hughes,27,236,5,155,289,632-1396
19058,Sarah,Leonard,64,35,3,253,450,621-8927
19059,Charles,Williams,20,4,5,62,204,393-4980
19060,Cindy,Perez,30,224,1,25,431,992-7164
19061,Michelle,Henderson,52,45,5,172,819,585-2123
19062,Stephanie,Molina,27,286,1,202,782,427-1522
19063,John,Navarro,58,202,1,305,418,657-2569
19064,Dawn,Choi,20,97,5,85,450,412-5566
19065,Virginia,Wilkinson,41,167,2,298,709,629-9044
19066,Tonya,Chung,32,216,2,431,204,807-6963
19067,Danny,Rowe,35,157,4,17,418,116-1264
19068,Linda,Gardner,21,140,3,69,867,745-2876
19069,Wanda,Padilla,58,303,5,20,819,391-9771
19070,Stacie,Dickerson,60,101,2,340,506,703-9520
19071,Margaret,Garza,64,245,1,220,873,183-9189
19072,Miranda,Austin,74,392,4,36,306,945-2639
19073,Jill,Wright,81,269,4,48,437,476-2877
19074,Chad,Peters,42,225,3,159,780,697-9342
19075,Jason,Reese,65,159,5,358,579,499-4690
19076,Sara,Thomas,53,334,2,99,825,947-2673
19077,Gregory,Ramirez,47,173,5,350,705,982-2265
19078,Destiny,Smith,24,100,3,278,639,917-6259
19079,Kenneth,Werner,32,385,1,300,639,989-1482
19080,John,Graham,54,109,3,228,905,273-2535
19081,Lisa,Clark,41,328,4,271,639,879-3899
19082,Max,Reynolds,80,239,3,291,780,161-9740
19083,Brittany,Roach,48,352,4,313,579,572-3638
19084,David,Alexander,44,3,1,240,604,803-9142
19085,Alan,Johnson,61,152,4,332,587,815-6222
19086,Chase,Donovan,47,262,4,339,306,605-1149
19087,Jonathan,White,57,357,2,189,514,208-5921
19088,Martha,Carter,73,286,3,44,780,815-8995
19089,Sonya,Burnett,29,74,2,104,819,323-2795
19090,Matthew,Lloyd,34,77,1,373,250,797-2345
19091,Zachary,Kim,27,57,4,409,438,928-9356
19092,Christopher,Zhang,57,108,3,9,367,771-4542
19093,Robert,White,46,22,2,387,647,907-9251
19094,James,Conrad,28,154,3,118,581,442-9870
19095,Timothy,Carr,38,337,3,223,204,410-9737
19096,Shannon,Dunlap,27,137,5,219,438,382-3860
19097,Dennis,Sparks,48,76,1,85,514,462-2689
19098,Drew,Morris,58,170,5,49,418,441-5757
19099,David,Walker,49,51,5,76,905,881-4111
19100,Samuel,Gallegos,33,235,4,176,579,420-6047
19101,Kimberly,Roberts,75,7,5,381,519,169-8358
19102,Kimberly,Hayes,75,88,3,320,367,722-5071
19103,Elizabeth,Vance,64,226,2,405,416,239-1684
19104,Michelle,Morgan,71,33,3,303,249,776-9392
19105,Kristin,Kennedy,23,73,5,18,581,962-4436
19106,Debra,West,53,331,5,74,403,521-8803
19107,Daniel,Pena,22,99,1,95,226,473-5120
19108,Jason,Curtis,49,88,1,240,873,813-3357
19109,Tony,Cox,22,181,5,188,403,599-4468
19110,Kristi,Nelson,35,382,2,66,581,210-7986
19111,Eric,Duncan,23,47,3,393,819,240-3027
19112,Joseph,Mendoza,30,210,4,60,604,812-5729
19113,Daniel,Hall,55,294,2,84,289,675-7229
19114,Susan,Hanson,34,340,2,175,782,529-7548
19115,Kelly,Russell,60,355,2,96,450,912-6860
19116,Robert,Valdez,23,27,3,102,819,926-2127
19117,Ann,Nelson,62,282,2,58,825,796-6414
19118,Becky,Gibson,27,74,3,185,778,680-8166
19119,Scott,Simpson,27,92,2,377,604,255-2773
19120,Derek,Patterson,27,158,4,423,819,733-1526
19121,Elizabeth,Santiago,45,17,5,171,403,284-5025
19122,Jessica,Kemp,69,63,1,331,416,153-4626
19123,Rhonda,Hobbs,78,306,2,6,587,791-7904
19124,Danielle,Horn,37,388,3,187,780,659-3934
19125,David,Chavez,50,247,4,262,639,588-7961
19126,Robert,Gregory,40,131,4,382,905,207-4136
19127,Andrea,Morales,53,264,5,65,289,457-9885
19128,Lori,Jackson,67,250,4,340,236,447-7969
19129,Nicholas,Harris,36,43,1,361,905,326-5537
19130,David,Brown,27,299,4,369,825,308-4983
19131,Lisa,Anderson,40,302,4,311,579,161-2242
19132,Tanner,Hunt,23,381,1,389,867,964-2415
19133,Emily,Bell,60,192,5,324,548,699-9330
19134,Ian,Torres,52,122,3,2,709,511-3310
19135,Paula,Blevins,78,65,1,273,780,987-7656
19136,Gregory,Quinn,24,115,5,212,709,207-9799
19137,Monica,Ellis,25,134,3,256,905,527-9240
19138,Elizabeth,Fox,33,57,5,62,778,848-8071
19139,Michael,Elliott,28,123,4,384,709,278-5383
19140,Teresa,Moreno,51,182,2,26,249,691-2239
19141,Kathy,Taylor,23,293,1,36,709,110-7248
19142,Rebecca,Maynard,18,17,3,132,418,454-5039
19143,Robin,Zimmerman,73,236,3,275,778,509-3417
19144,Gabriel,Rivas,46,13,1,391,867,705-8809
19145,Ryan,Long,52,198,4,268,709,832-4815
19146,Rachel,Santos,45,92,1,376,647,563-4653
19147,James,Odom,23,326,5,236,343,702-9933
19148,Ellen,Miller,34,244,4,50,613,937-4064
19149,Alice,Rivera,18,336,5,213,807,537-3242
19150,Lacey,Weber,66,320,1,395,403,967-1654
19151,Jared,Brennan,46,31,2,323,343,830-6839
19152,Shelby,Rose,19,84,3,180,825,942-1179
19153,Gregory,Owens,81,15,1,212,581,422-9976
19154,Wyatt,Gonzalez,38,175,5,44,403,558-5396
19155,Christopher,Sanders,58,224,2,287,825,747-9888
19156,Jessica,Burns,62,292,4,243,548,367-7528
19157,Dwayne,Graves,80,49,5,315,604,457-1715
19158,Joseph,Moses,70,294,5,345,647,257-7265
19159,Stacey,King,60,323,4,267,873,868-9920
19160,Amy,Fuller,61,329,1,328,403,782-6394
19161,Justin,Henderson,40,296,2,106,506,304-8278
19162,Anthony,Arnold,56,351,3,4,438,659-9123
19163,Earl,Bryant,54,364,2,244,705,938-5896
19164,Theresa,Barnett,44,267,5,180,514,668-4773
19165,Victoria,Gibson,35,379,2,345,705,576-3961
19166,Karen,Chang,30,369,3,364,780,738-7996
19167,Theresa,Lucas,29,86,5,141,905,603-5310
19168,Amber,Evans,55,48,3,182,579,333-1584
19169,Matthew,Johnson,55,315,3,328,236,266-8184
19170,Timothy,Williams,68,109,2,170,506,908-7978
19171,Anthony,Bell,32,133,3,283,639,130-5543
19172,Tina,Warner,34,42,4,26,416,364-8016
19173,Carolyn,Pitts,26,198,1,230,867,888-7466
19174,Robert,Norman,46,325,5,86,579,177-7333
19175,Gabrielle,Hill,49,261,3,327,604,165-8807
19176,Jeffrey,Glover,18,232,5,340,613,714-1725
19177,Mary,Hart,19,84,4,133,236,404-4103
19178,Julian,Kline,58,22,4,340,647,293-8919
19179,Christopher,Rodriguez,62,320,3,362,873,346-9116
19180,Alexandra,Allison,71,364,4,143,519,511-6999
19181,Cody,Smith,31,236,2,184,438,439-2094
19182,Susan,Lopez,63,73,4,257,548,768-7681
19183,Gregory,Smith,51,20,2,168,236,396-7396
19184,Victoria,Castro,78,216,5,151,873,971-4908
19185,Alexis,Chan,18,379,2,326,418,395-5043
19186,Anthony,Powers,29,319,4,417,825,538-3504
19187,Scott,Johnson,25,349,2,339,778,174-3667
19188,Richard,Boyd,52,36,4,201,613,332-8546
19189,Lisa,Miller,18,57,3,40,204,447-5136
19190,Maria,Hunt,44,37,4,24,613,812-2369
19191,Cristian,Brady,34,303,5,122,403,584-7111
19192,Vanessa,Brown,65,173,5,40,782,981-7603
19193,Heather,Fischer,26,365,3,149,367,872-4348
19194,Tammy,Hampton,76,192,3,56,416,865-8645
19195,Judith,Myers,77,379,5,39,437,810-1239
19196,Ellen,Hess,35,86,4,62,289,163-7814
19197,Rachel,Smith,48,271,3,158,639,650-1307
19198,Jill,Lamb,26,167,2,380,236,218-1204
19199,Brandon,Mcintyre,39,221,1,293,647,443-5258
19200,Nathan,Williams,52,237,3,179,289,376-2905
19201,Jennifer,Blankenship,47,110,2,122,450,538-3927
19202,Amber,Sexton,46,255,4,426,236,440-9796
19203,Lori,Wiggins,80,182,2,233,905,480-7044
19204,Crystal,Walker,38,89,3,236,867,821-6232
19205,Susan,Chen,35,22,1,324,780,860-5651
19206,Connie,Barnes,63,294,4,110,438,705-8314
19207,Kelly,Garcia,65,372,3,397,204,811-3710
19208,Timothy,Williams,55,120,3,155,418,590-8191
19209,Christopher,Duffy,68,361,5,410,343,188-7812
19210,Tyler,Rodriguez,69,368,2,124,819,583-1515
19211,Victoria,Coleman,25,92,4,5,365,680-8544
19212,Patricia,Dodson,18,130,2,382,306,895-1261
19213,Shannon,Richards,77,277,3,293,289,196-8077
19214,Roger,Harrison,18,269,5,405,647,294-3481
19215,Tina,Walker,77,124,5,252,506,281-2215
19216,Ronnie,Hernandez,32,32,3,273,579,235-9934
19217,Eric,Espinoza,32,17,1,48,226,946-4631
19218,Neil,Farrell,67,67,3,176,250,955-3289
19219,John,Hill,40,293,1,43,204,778-8091
19220,Angela,Jones,25,207,5,307,365,819-3835
19221,Gavin,Chen,36,59,1,430,226,666-2454
19222,Deanna,Chapman,69,236,4,241,343,992-6629
19223,Tammy,Aguilar,38,389,4,270,519,411-3548
19224,Mark,Lynch,52,143,2,132,905,811-6674
19225,Samantha,Ball,64,96,1,76,825,391-1890
19226,Phillip,Pacheco,40,229,4,2,709,768-7819
19227,Laura,Hood,27,61,5,242,306,570-5249
19228,James,Moore,80,155,1,93,514,925-7846
19229,James,Rush,40,314,2,150,249,529-5614
19230,Joseph,Simpson,43,306,1,261,548,507-8907
19231,Jonathan,Davis,18,377,3,303,416,992-3565
19232,Katie,Rosales,42,151,4,418,506,451-7292
19233,Crystal,Coleman,71,128,3,99,437,717-2259
19234,Anthony,Burton,26,201,4,64,343,624-7392
19235,John,Ortiz,25,276,2,159,782,591-5916
19236,Antonio,Villegas,54,373,5,144,581,352-8674
19237,Mitchell,Miller,77,41,3,245,418,563-1721
19238,Jason,Martin,49,262,1,238,431,658-2810
19239,Christina,Lucas,25,11,2,172,438,929-7501
19240,Frank,Baker,38,180,1,232,902,187-6953
19241,Gerald,Flores,64,369,2,129,709,569-6217
19242,Ralph,Lane,30,137,3,29,236,142-4448
19243,Jason,Hanson,60,355,1,416,249,237-4536
19244,Donald,Robinson,70,96,5,74,548,774-5691
19245,Nicolas,Freeman,67,262,2,235,236,321-8155
19246,Laurie,Smith,20,388,1,194,204,111-8409
19247,Travis,Austin,55,118,1,78,819,856-9898
